process_id,file_size,mem_usage,page_vaults,page_file_peak_usage,self/Non-Self
VL,VH,L,VH,VH,1
VL,VL,H,L,VH,1
VL,VL,M,L,VH,1
VL,VL,VL,L,VH,0
VL,VL,VH,L,VH,1
VL,VL,VH,H,VH,0
VL,VL,VH,M,VH,1
VL,VL,VH,VL,VH,1
VL,VL,VH,VH,VH,1
VL,VL,VL,H,VH,1
VL,VL,VL,M,VH,1
VL,VL,VL,VL,VH,1
VL,VL,VL,VH,VH,1
VL,VL,M,H,VH,0
VL,VL,M,M,VH,1
VL,VL,M,VL,VH,1
VL,VL,M,VH,VH,1
VL,VL,H,H,VH,1
VL,VL,H,M,VH,0
VL,VL,H,VL,VH,1
VL,VL,H,VH,VH,1
VL,VL,L,H,VH,1
VL,VL,L,M,VH,0
VL,VL,L,VL,VH,1
VL,VL,L,VH,VH,1
VL,M,H,L,VH,1
VL,M,M,L,VH,0
VL,M,VL,L,VH,0
VL,M,VH,L,VH,0
VL,M,VH,H,VH,0
VL,M,VH,M,VH,1
VL,M,VH,VL,VH,0
VL,M,VH,VH,VH,1
VL,M,VL,H,VH,0
VL,M,VL,M,VH,0
VL,M,VL,VL,VH,0
VL,M,VL,VH,VH,1
VL,M,M,H,VH,0
VL,M,M,M,VH,0
VL,M,M,VL,VH,1
VL,M,M,VH,VH,1
VL,M,H,H,VH,1
VL,M,H,M,VH,0
VL,M,H,VL,VH,1
VL,M,H,VH,VH,1
VL,M,L,H,VH,0
VL,M,L,M,VH,1
VL,M,L,VL,VH,1
VL,M,L,VH,VH,1
VL,H,H,L,VH,1
VL,H,M,L,VH,0
VL,H,VL,L,VH,0
VL,H,VH,L,VH,1
VL,H,VH,H,VH,1
VL,H,VH,M,VH,1
VL,H,VH,VL,VH,1
VL,H,VH,VH,VH,1
VL,H,VL,H,VH,1
VL,H,VL,M,VH,0
VL,H,VL,VL,VH,1
VL,H,VL,VH,VH,1
VL,H,M,H,VH,1
VL,H,M,M,VH,1
VL,H,M,VL,VH,1
VL,H,M,VH,VH,1
VL,H,H,H,VH,0
VL,H,H,M,VH,1
VL,H,H,VL,VH,1
VL,H,H,VH,VH,1
VL,H,L,H,VH,1
VL,H,L,M,VH,0
VL,H,L,VL,VH,1
VL,H,L,VH,VH,1
VL,L,H,L,VH,1
VL,L,M,L,VH,0
VL,L,VL,L,VH,0
VL,L,VH,L,VH,1
VL,L,VH,H,VH,0
VL,L,VH,M,VH,0
VL,L,VH,VL,VH,1
VL,L,VH,VH,VH,1
VL,L,VL,H,VH,1
VL,L,VL,M,VH,0
VL,L,VL,VL,VH,0
VL,L,VL,VH,VH,1
VL,L,M,H,VH,1
VL,L,M,M,VH,0
VL,L,M,VL,VH,1
VL,L,M,VH,VH,1
VL,L,H,H,VH,1
VL,L,H,M,VH,0
VL,L,H,VL,VH,0
VL,L,H,VH,VH,1
VL,L,L,H,VH,1
VL,L,L,M,VH,0
VL,L,L,VL,VH,0
VL,L,L,VH,VH,1
M,H,L,L,VH,0
M,M,L,L,VH,0
M,VL,L,L,VH,1
M,VH,L,L,VH,0
M,VH,H,L,VH,0
M,VH,M,L,VH,0
M,VH,VL,L,VH,0
M,VH,VH,L,VH,0
M,VH,VH,H,VH,1
M,VH,VH,M,VH,1
M,VH,VH,VL,VH,0
M,VH,VH,VH,VH,1
M,VH,VL,H,VH,0
M,VH,VL,M,VH,0
M,VH,VL,VL,VH,1
M,VH,VL,VH,VH,1
M,VH,M,H,VH,1
M,VH,M,M,VH,1
M,VH,M,VL,VH,1
M,VH,M,VH,VH,1
M,VH,H,H,VH,0
M,VH,H,M,VH,1
M,VH,H,VL,VH,1
M,VH,H,VH,VH,1
M,VH,L,H,VH,0
M,VH,L,M,VH,1
M,VH,L,VL,VH,0
M,VH,L,VH,VH,1
M,VL,H,L,VH,1
M,VL,M,L,VH,0
M,VL,VL,L,VH,1
M,VL,VH,L,VH,1
M,VL,VH,H,VH,1
M,VL,VH,M,VH,0
M,VL,VH,VL,VH,1
M,VL,VH,VH,VH,1
M,VL,VL,H,VH,1
M,VL,VL,M,VH,1
M,VL,VL,VL,VH,1
M,VL,VL,VH,VH,1
M,VL,M,H,VH,1
M,VL,M,M,VH,0
M,VL,M,VL,VH,1
M,VL,M,VH,VH,1
M,VL,H,H,VH,1
M,VL,H,M,VH,0
M,VL,H,VL,VH,0
M,VL,H,VH,VH,1
M,VL,L,H,VH,0
M,VL,L,M,VH,0
M,VL,L,VL,VH,1
M,VL,L,VH,VH,1
M,M,H,L,VH,0
M,M,M,L,VH,1
M,M,VL,L,VH,0
M,M,VH,L,VH,0
M,M,VH,H,VH,0
M,M,VH,M,VH,0
M,M,VH,VL,VH,1
M,M,VH,VH,VH,1
M,M,VL,H,VH,1
M,M,VL,M,VH,1
M,M,VL,VL,VH,1
M,M,VL,VH,VH,1
M,M,M,H,VH,0
M,M,M,M,VH,1
M,M,M,VL,VH,1
M,M,M,VH,VH,1
M,M,H,H,VH,0
M,M,H,M,VH,1
M,M,H,VL,VH,1
M,M,H,VH,VH,1
M,M,L,H,VH,1
M,M,L,M,VH,1
M,M,L,VL,VH,0
M,M,L,VH,VH,1
M,H,H,L,VH,1
M,H,M,L,VH,0
M,H,VL,L,VH,0
M,H,VH,L,VH,1
M,H,VH,H,VH,1
M,H,VH,M,VH,0
M,H,VH,VL,VH,1
M,H,VH,VH,VH,1
M,H,VL,H,VH,1
M,H,VL,M,VH,0
M,H,VL,VL,VH,1
M,H,VL,VH,VH,1
M,H,M,H,VH,1
M,H,M,M,VH,1
M,H,M,VL,VH,0
M,H,M,VH,VH,1
M,H,H,H,VH,0
M,H,H,M,VH,0
M,H,H,VL,VH,1
M,H,H,VH,VH,1
M,H,L,H,VH,1
M,H,L,M,VH,0
M,H,L,VL,VH,0
M,H,L,VH,VH,1
M,L,H,L,VH,1
M,L,M,L,VH,0
M,L,VL,L,VH,0
M,L,VH,L,VH,0
M,L,VH,H,VH,0
M,L,VH,M,VH,0
M,L,VH,VL,VH,1
M,L,VH,VH,VH,1
M,L,VL,H,VH,1
M,L,VL,M,VH,1
M,L,VL,VL,VH,0
M,L,VL,VH,VH,1
M,L,M,H,VH,0
M,L,M,M,VH,0
M,L,M,VL,VH,1
M,L,M,VH,VH,1
M,L,H,H,VH,1
M,L,H,M,VH,0
M,L,H,VL,VH,1
M,L,H,VH,VH,1
M,L,L,H,VH,1
M,L,L,M,VH,0
M,L,L,VL,VH,0
M,L,L,VH,VH,1
H,H,L,L,VH,0
H,M,L,L,VH,0
H,VL,L,L,VH,0
H,VH,L,L,VH,1
H,VH,H,L,VH,1
H,VH,M,L,VH,1
H,VH,VL,L,VH,0
H,VH,VH,L,VH,1
H,VH,VH,H,VH,1
H,VH,VH,M,VH,0
H,VH,VH,VL,VH,1
H,VH,VH,VH,VH,1
H,VH,VL,H,VH,0
H,VH,VL,M,VH,0
H,VH,VL,VL,VH,1
H,VH,VL,VH,VH,1
H,VH,M,H,VH,0
H,VH,M,M,VH,1
H,VH,M,VL,VH,1
H,VH,M,VH,VH,1
H,VH,H,H,VH,0
H,VH,H,M,VH,1
H,VH,H,VL,VH,1
H,VH,H,VH,VH,1
H,VH,L,H,VH,1
H,VH,L,M,VH,1
H,VH,L,VL,VH,1
H,VH,L,VH,VH,1
H,VL,H,L,VH,1
H,VL,M,L,VH,0
H,VL,VL,L,VH,1
H,VL,VH,L,VH,1
H,VL,VH,H,VH,1
H,VL,VH,M,VH,0
H,VL,VH,VL,VH,1
H,VL,VH,VH,VH,1
H,VL,VL,H,VH,0
H,VL,VL,M,VH,0
H,VL,VL,VL,VH,0
H,VL,VL,VH,VH,1
H,VL,M,H,VH,0
H,VL,M,M,VH,0
H,VL,M,VL,VH,0
H,VL,M,VH,VH,1
H,VL,H,H,VH,1
H,VL,H,M,VH,0
H,VL,H,VL,VH,1
H,VL,H,VH,VH,1
H,VL,L,H,VH,1
H,VL,L,M,VH,0
H,VL,L,VL,VH,1
H,VL,L,VH,VH,1
H,M,H,L,VH,0
H,M,M,L,VH,0
H,M,VL,L,VH,0
H,M,VH,L,VH,0
H,M,VH,H,VH,1
H,M,VH,M,VH,0
H,M,VH,VL,VH,0
H,M,VH,VH,VH,1
H,M,VL,H,VH,0
H,M,VL,M,VH,0
H,M,VL,VL,VH,0
H,M,VL,VH,VH,1
H,M,M,H,VH,1
H,M,M,M,VH,0
H,M,M,VL,VH,1
H,M,M,VH,VH,1
H,M,H,H,VH,1
H,M,H,M,VH,0
H,M,H,VL,VH,1
H,M,H,VH,VH,1
H,M,L,H,VH,1
H,M,L,M,VH,1
H,M,L,VL,VH,1
H,M,L,VH,VH,1
H,H,H,L,VH,1
H,H,M,L,VH,1
H,H,VL,L,VH,0
H,H,VH,L,VH,0
H,H,VH,H,VH,0
H,H,VH,M,VH,1
H,H,VH,VL,VH,1
H,H,VH,VH,VH,1
H,H,VL,H,VH,0
H,H,VL,M,VH,0
H,H,VL,VL,VH,1
H,H,VL,VH,VH,1
H,H,M,H,VH,1
H,H,M,M,VH,1
H,H,M,VL,VH,0
H,H,M,VH,VH,1
H,H,H,H,VH,0
H,H,H,M,VH,1
H,H,H,VL,VH,0
H,H,H,VH,VH,1
H,H,L,H,VH,1
H,H,L,M,VH,0
H,H,L,VL,VH,1
H,H,L,VH,VH,1
H,L,H,L,VH,1
H,L,M,L,VH,1
H,L,VL,L,VH,0
H,L,VH,L,VH,1
H,L,VH,H,VH,1
H,L,VH,M,VH,0
H,L,VH,VL,VH,1
H,L,VH,VH,VH,1
H,L,VL,H,VH,0
H,L,VL,M,VH,0
H,L,VL,VL,VH,0
H,L,VL,VH,VH,1
H,L,M,H,VH,1
H,L,M,M,VH,0
H,L,M,VL,VH,0
H,L,M,VH,VH,1
H,L,H,H,VH,1
H,L,H,M,VH,0
H,L,H,VL,VH,1
H,L,H,VH,VH,1
H,L,L,H,VH,1
H,L,L,M,VH,1
H,L,L,VL,VH,1
H,L,L,VH,VH,1
L,H,L,L,VH,1
L,M,L,L,VH,1
L,VL,L,L,VH,0
L,VH,L,L,VH,1
L,VH,H,L,VH,1
L,VH,M,L,VH,1
L,VH,VL,L,VH,0
L,VH,VH,L,VH,0
L,VH,VH,H,VH,0
L,VH,VH,M,VH,0
L,VH,VH,VL,VH,1
L,VH,VH,VH,VH,1
L,VH,VL,H,VH,1
L,VH,VL,M,VH,0
L,VH,VL,VL,VH,1
L,VH,VL,VH,VH,1
L,VH,M,H,VH,1
L,VH,M,M,VH,1
L,VH,M,VL,VH,1
L,VH,M,VH,VH,1
L,VH,H,H,VH,1
L,VH,H,M,VH,0
L,VH,H,VL,VH,0
L,VH,H,VH,VH,1
L,VH,L,H,VH,1
L,VH,L,M,VH,1
L,VH,L,VL,VH,1
L,VH,L,VH,VH,1
L,VL,H,L,VH,0
L,VL,M,L,VH,1
L,VL,VL,L,VH,0
L,VL,VH,L,VH,0
L,VL,VH,H,VH,1
L,VL,VH,M,VH,0
L,VL,VH,VL,VH,1
L,VL,VH,VH,VH,1
L,VL,VL,H,VH,0
L,VL,VL,M,VH,1
L,VL,VL,VL,VH,1
L,VL,VL,VH,VH,1
L,VL,M,H,VH,0
L,VL,M,M,VH,0
L,VL,M,VL,VH,1
L,VL,M,VH,VH,1
L,VL,H,H,VH,0
L,VL,H,M,VH,1
L,VL,H,VL,VH,1
L,VL,H,VH,VH,1
L,VL,L,H,VH,0
L,VL,L,M,VH,1
L,VL,L,VL,VH,1
L,VL,L,VH,VH,1
L,M,H,L,VH,1
L,M,M,L,VH,1
L,M,VL,L,VH,0
L,M,VH,L,VH,1
L,M,VH,H,VH,0
L,M,VH,M,VH,1
L,M,VH,VL,VH,1
L,M,VH,VH,VH,1
L,M,VL,H,VH,1
L,M,VL,M,VH,0
L,M,VL,VL,VH,1
L,M,VL,VH,VH,1
L,M,M,H,VH,1
L,M,M,M,VH,0
L,M,M,VL,VH,1
L,M,M,VH,VH,1
L,M,H,H,VH,1
L,M,H,M,VH,0
L,M,H,VL,VH,1
L,M,H,VH,VH,1
L,M,L,H,VH,0
L,M,L,M,VH,0
L,M,L,VL,VH,0
L,M,L,VH,VH,1
L,H,H,L,VH,0
L,H,M,L,VH,0
L,H,VL,L,VH,0
L,H,VH,L,VH,1
L,H,VH,H,VH,1
L,H,VH,M,VH,0
L,H,VH,VL,VH,1
L,H,VH,VH,VH,1
L,H,VL,H,VH,0
L,H,VL,M,VH,0
L,H,VL,VL,VH,0
L,H,VL,VH,VH,1
L,H,M,H,VH,1
L,H,M,M,VH,1
L,H,M,VL,VH,0
L,H,M,VH,VH,1
L,H,H,H,VH,1
L,H,H,M,VH,0
L,H,H,VL,VH,1
L,H,H,VH,VH,1
L,H,L,H,VH,0
L,H,L,M,VH,0
L,H,L,VL,VH,1
L,H,L,VH,VH,1
L,L,H,L,VH,0
L,L,M,L,VH,0
L,L,VL,L,VH,0
L,L,VH,L,VH,1
L,L,VH,H,VH,0
L,L,VH,M,VH,0
L,L,VH,VL,VH,1
L,L,VH,VH,VH,1
L,L,VL,H,VH,1
L,L,VL,M,VH,1
L,L,VL,VL,VH,1
L,L,VL,VH,VH,1
L,L,M,H,VH,1
L,L,M,M,VH,0
L,L,M,VL,VH,1
L,L,M,VH,VH,1
L,L,H,H,VH,1
L,L,H,M,VH,1
L,L,H,VL,VH,0
L,L,H,VH,VH,1
L,L,L,H,VH,0
L,L,L,M,VH,0
L,L,L,VL,VH,1
L,L,L,VH,VH,1
